id,data,esg_type,promise_status,promise_string,verification_timeline,evidence_status,evidence_string,evidence_quality
10388,為有系統清查及評估各廠處於營運過程中，使用各項化學品對環境造成衝擊之作業活動（含原物料、產品及半成品、設備維修及新產品開發等營運過程）及其影響程度，並針對較顯著之環境衝擊事項研擬管制對策，訂定「環境衝擊審查辦法」。確保各廠有害物質（含環保署列管化學物質及危害性化學物質）作業場所安全，除要求負責人員取得技術證照、廠內設置偵測及警報設備系統外；對於未使用之環保署列管化學物質，依法辦理聲明廢棄後，視為有害事業廢棄物管理並妥善處理。,E,Yes,訂定「環境衝擊審查辦法」。,between_2_and_5_years,Yes,為有系統清查及評估各廠處於營運過程中，使用各項化學品對環境造成衝擊之作業活動（含原物料、產品及半成品、設備維修及新產品開發等營運過程）及其影響程度，並針對較顯著之環境衝擊事項研擬管制對策，除要求負責人員取得技術證照、廠內設置偵測及警報設備系統外；對於未使用之環保署列管化學物質，依法辦理聲明廢棄後，視為有害事業廢棄物管理並妥善處理。,Clear
10389,本公司針對職場人權訂定「員工意見申訴及處理辦法」、「性騷擾防治申訴調查與懲戒處理辦法」，同仁可藉由專線電話、傳真、電子信箱、工會等多元管道進行申訴，相關申訴及意見反應案件均由專人負責處理，對申訴個案盡絕對保密之義務，目前申訴管道均正常運作。本公司亦實施「執行職務遭受不法侵害預防計畫書」，依計畫書執行各單位危害辨識風險評估及職安教育訓練等預防措施，成立處理小組（包含人事部門代表 / 法務代表 / 工會代表 / 職安人員），如有不法侵害投訴案件，依事件進行相關調查，事件發生後皆於時限內有效處理並結案，過程秉持合情、合理、合法精神查明事實，透過委員會公平客觀審理，妥善將申訴案件作周延之處理，2024 年共 2 件不法侵害案件成立，性質屬言語上之侵害，公司已依規定進行適當之查處。,G,Yes,本公司針對職場人權訂定「員工意見申訴及處理辦法」、「性騷擾防治申訴調查與懲戒處理辦法」，,already,Yes,同仁可藉由專線電話、傳真、電子信箱、工會等多元管道進行申訴，相關申訴及意見反應案件均由專人負責處理，對申訴個案盡絕對保密之義務，目前申訴管道均正常運作。本公司亦實施「執行職務遭受不法侵害預防計畫書」，依計畫書執行各單位危害辨識風險評估及職安教育訓練等預防措施，成立處理小組（包含人事部門代表 / 法務代表 / 工會代表 / 職安人員），如有不法侵害投訴案件，依事件進行相關調查，事件發生後皆於時限內有效處理並結案，過程秉持合情、合理、合法精神查明事實，透過委員會公平客觀審理，妥善將申訴案件作周延之處理，2024 年共 2 件不法侵害案件成立，性質屬言語上之侵害，公司已依規定進行適當之查處。,Clear
10390,本公司董事會成員皆得以高度自律及審慎之態度提供專業客觀之意見。同時，公司管理階層亦致力於領導各部門執行永續發展年度計畫，以落實環境、社會與公司治理面向各議題為己任，持續精進聯發科技永續發展之作為。,G,Yes,公司管理階層亦致力於領導各部門執行永續發展年度計畫，以落實環境、社會與公司治理面向各議題為己任，持續精進聯發科技永續發展之作為。,between_2_and_5_years,No,,N/A
10391,中華電信定位 2024 年為「生物多樣性落實元年」，於總公司層級設立生物多樣性專案推動團隊，每月召開會議進行相關推動，從「減緩自然損失」與「促進自然正向」兩大核心出發，具體規劃出生物多樣性長期保育路徑，並以四大目標「科學化自然評估」、「不毀林」、「接觸自然正向倡議」及「自然正向主流化」規劃策略及行動方案。,E,Yes,中華電信定位 2024 年為「生物多樣性落實元年」，,already,Yes,於總公司層級設立生物多樣性專案推動團隊，每月召開會議進行相關推動，從「減緩自然損失」與「促進自然正向」兩大核心出發，具體規劃出生物多樣性長期保育路徑，並以四大目標「科學化自然評估」、「不毀林」、「接觸自然正向倡議」及「自然正向主流化」規劃策略及行動方案。,Clear
10392,世芯電子致力於公開透明的資訊揭露且與利害關係人有持續性的雙向溝通，並於官網上設立利害關係人專區，提供與利害關係人溝通及聯繫之管道，亦在平時蒐集彙整與利害關係人溝通之內容，作為重大主題調查議項及決定重大主題之參考。,G,Yes,世芯電子致力於公開透明的資訊揭露且與利害關係人有持續性的雙向溝通，,between_2_and_5_years,No,,N/A
10393,台塑公司本著「取之於社會，用之於社會」的核心價值，在謀求發展的同時，也不忘回饋社會、造福人群，善盡優良企業社會責任，期能與當地社區共榮共存，同享發展成果，邁向永續未來。,S,Yes,台塑公司本著「取之於社會，用之於社會」的核心價值，在謀求發展的同時，也不忘回饋社會、造福人群，善盡優良企業社會責任，期能與當地社區共榮共存，同享發展成果，邁向永續未來。,between_2_and_5_years,No,,N/A
10394,"為了達成巴黎協定將升溫幅度控制在工業化前平均水準的攝氏1.5度內的目標，凱基金控已於2016年簽署加入碳揭露專案(Carbon Disclosure Project, CDP)，2018年12月正式簽署氣候相關財務揭露(Task Force on Climate-related Financials Disclosures, TCFD)，遵循該揭露架構，包含治理、策略、風險管理、指標與目標等四大核心要素，並於2021年承諾2045年達到全資產淨零碳排的目標。凱基銀行於2022年2月簽署加入「碳核算金融聯盟」(Partnership for Carbon Accounting Financials, PCAF)，積極導入國際投融資碳排管理標準；凱基證券2023年簽署國際組織綠色和平發起的「RE10x10氣候宣言」。凱基金控在2024年8月正式加入「自然相關財務揭露工作小組」(Taskforce on Nature-related Financial Disclosures, TNFD)，成為TNFD Adopters一員。此外，凱基金控於2025年3月通過科學基礎減量目標倡議(SBTi)審核減碳目標，正式承諾全球營運據點及投融資部位的減碳目標，未來將發揮金融影響力，攜手客戶共同推動淨零減碳。",E,Yes,凱基金控於2025年3月通過科學基礎減量目標倡議(SBTi)審核減碳目標，正式承諾全球營運據點及投融資部位的減碳目標，,within_2_years,Yes,"凱基金控已於2016年簽署加入碳揭露專案(Carbon Disclosure Project, CDP)，2018年12月正式簽署氣候相關財務揭露(Task Force on Climate-related Financials Disclosures, TCFD)，並於2021年承諾2045年達到全資產淨零碳排的目標。",Clear
10395,為有效發揮董事會職能，精進董事會決策品質，在董事會下依職權及功能分設各功能性委員會，負責重要議案及經濟、環境、社會、風險等重要議題之討論。功能性委員會分別由獨立董事組成或參與之，使委員會之決策與建議具前瞻性、客觀性與周延性，有效執行獨立監督及制衡之機制，確保董事會各項決議與作為。功能性委員會各項重要議案均提報董事會報告及討論，董事會於會議中針對前述議案進行提問與建議，除充分討論外，亦從各項執行進度檢視及監督計畫之落實情形，並視情況適時督促經營團隊進行調整。若議案與董事自身或其代表之法人有關係，董事應予迴避。部分重要議案亦提經股東會報告及討論，保障利害關係人之最大利益。  另為因應數位金融發展並強化董事會專業支持，2023 年 6 月新增設董事會一般委員會 -「科技諮詢委員會」。,G,Yes,為有效發揮董事會職能，精進董事會決策品質，在董事會下依職權及功能分設各功能性委員會，負責重要議案及經濟、環境、社會、風險等重要議題之討論。,between_2_and_5_years,Yes,功能性委員會分別由獨立董事組成或參與之，使委員會之決策與建議具前瞻性、客觀性與周延性，有效執行獨立監督及制衡之機制，確保董事會各項決議與作為。,Clear
10396,男性與女性同仁適用相同的薪資制度，不因性別有所差異，並定期檢視薪資結構，持續關注與改善性別薪資差距。依據當地法令訂定每日與每週的最長工時上限，並透過人力資源系統進行工時與加班時數的監控，避免過度工時。所有經核准的加班工時均依法給付加班費。,S,Yes,男性與女性同仁適用相同的薪資制度，不因性別有所差異，並定期檢視薪資結構，持續關注與改善性別薪資差距。,already,Yes,依據當地法令訂定每日與每週的最長工時上限，並透過人力資源系統進行工時與加班時數的監控，避免過度工時。所有經核准的加班工時均依法給付加班費。,Clear
10397,為守護員工安全與健康，致力於提供安全、健康之工作場所，由職業安全衛生管理人員進行作業場所的環境風險評估、危害辨識，藉由危害鑑別與風險評估、法規查核、內部稽核、管理審查及安全衛生矯正作業等管理程序，從中找出各項作業活動及設施可能造成人員傷害或事故之潛在危害因素持續進行危害鑑別評估，並對其發生或可能發生的不可接受的風險實施必要的控制方式，達到職業安全衛生管理系統持續改善的要求；由臨場醫護人員執行員工 Framingham 心血管疾病風險評估、勞工健康保護四大計畫 ( 異常工作負荷、人因、母性、不法侵害 ) 之危害辨識，產生台新健康風險矩陣，創造職場健康和安全標準，營造更友善的職場環境。,S,Yes,致力於提供安全、健康之工作場所，,between_2_and_5_years,Yes,由職業安全衛生管理人員進行作業場所的環境風險評估、危害辨識，藉由危害鑑別與風險評估、法規查核、內部稽核、管理審查及安全衛生矯正作業等管理程序，從中找出各項作業活動及設施可能造成人員傷害或事故之潛在危害因素持續進行危害鑑別評估，並對其發生或可能發生的不可接受的風險實施必要的控制方式，達到職業安全衛生管理系統持續改善的要求；由臨場醫護人員執行員工 Framingham 心血管疾病風險評估、勞工健康保護四大計畫 ( 異常工作負荷、人因、母性、不法侵害 ) 之危害辨識，產生台新健康風險矩陣，創造職場健康和安全標準，營造更友善的職場環境。,Clear
10398,隨著全球政經結構劇烈變遷與科技技術發展，現代的新興風險已呈現多重交織的特徵，本公司蒐集集團成員對經濟、環境、地緣政治、社會、科技五大類風險的看法，評估未來新興風險變化 ( 未來 3-5年 )，協助建立更完善的風險應對機制。因此，依據世界經濟論壇 2025 風險報告，遴選與本集團相關風險，發送問卷予集團風險管理人員進行發生機率、影響程度調查，依據問卷結果進行分析後，產製新興風險矩陣圖，並針對發生機率與影響程度最高者執行相關管理機制。,G,Yes,協助建立更完善的風險應對機制。,between_2_and_5_years,Yes,蒐集集團成員對經濟、環境、地緣政治、社會、科技五大類風險的看法，評估未來新興風險變化 ( 未來 3-5年 )，協助建立更完善的風險應對機制。,Clear
